"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
305,"Effect of Hypopressive Gymnastics Associated or Not With Pelvic Floor Muscle Training in Women With Urinary Incontinence","Completed","No Results Available","Urinary Incontinence|Quality of Life|Pelvic Floor Disorders","Other: Hypopressive exercise|Other: Pelvic floor muscle contraction","Center for Health and Sport Sciences, Florianópolis, Santa Catarina, Brazil","https://ClinicalTrials.gov/show/NCT04339010"
306,"A Feasibility Study With a Novel, Dynamic and Disposable Over-the-counter Device for Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Nolix Device","Assuta Medical Center, Haifa, Israel","https://ClinicalTrials.gov/show/NCT04325477"
307,"The Valsalva Urethral Profile : a Measure to Assess Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Diagnostic Test: Maximum urethral closure pressure during Valsalva (v-MUCP)",,"https://ClinicalTrials.gov/show/NCT04311814"
308,"Evaluation and Comparison of Efficacy Between Extracorporeal Magnetic Innervation and High-intensity Kegel Exercise Regimen in Treatment of Stress Urinary Incontinence in Female","Recruiting","No Results Available","Stress Urinary Incontinence","Device: Peritron perineometer","Clinical Hospital Centre Zagreb, Croatia, Zagreb, Croatia","https://ClinicalTrials.gov/show/NCT04307680"
309,"Yoga-Pilates Exercise & the Effects on Urethral Rhabdosphincter Morphology and Stress Urinary Incontinence","Enrolling by invitation","No Results Available","Stress Urinary Incontinence","Behavioral: Yoga-Pilates","Oregon Health & Science University, Portland, Oregon, United States","https://ClinicalTrials.gov/show/NCT04298671"
310,"Pelvic Floor Contraction in Different Positions Among Women With and Without Stress Urinary Incontinence","Completed","No Results Available","Urinary Stress Incontinence","Diagnostic Test: ultrasound examination","Haifa University, Department of PHysical Therapy, Haifa, Israel","https://ClinicalTrials.gov/show/NCT04288648"
311,"Platelet-rich Plasma for Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Platelet-rich plasma","Kaohsiung Medical University Chung-Ho Memorial Hospital, Kaohsiung, Taiwan","https://ClinicalTrials.gov/show/NCT04279210"
312,"Urinary Incontinence and Endocrine Factors. A Part of Lolland-Falster Health Study (LOFUS).","Recruiting","No Results Available","Urinary Incontinence|Diabetes|Thyroid Diseases",,"Randi Jepsen, Nykøbing Falster, Danmark, Denmark","https://ClinicalTrials.gov/show/NCT04279184"
313,"An Experimental Protocol for the Study of Brain Functional Magnetic Resonance Imaging in Female With Urgent Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence, Urge","Device: bio-feedback treatment","Department of Gynecology of Second Affiliated Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04271852"
314,"Effect of Global Postural Correction Exercises on Stress Urinary Incontinence During Pregnancy: A Randomized Controlled Trial","Completed","No Results Available","Stress Urinary Incontinence","Other: Kegel exercises",,"https://ClinicalTrials.gov/show/NCT04253925"
315,"A Single-Blind, Randomized Study to Compare fCO2 Laser Therapy Versus Sham for Treatment of SUI in Women","Withdrawn","No Results Available","Stress Urinary Incontinence|Urinary Incontinence","Device: Active fCO2 laser treatment|Device: Sham fCO2 laser treatment","Beaumont Hospital-Royal Oak, Royal Oak, Michigan, United States","https://ClinicalTrials.gov/show/NCT04253067"
316,"Adjustable Continence Therapy (ACT) for the Treatment of Female SUI","Recruiting","No Results Available","Urinary Incontinence|Urinary Incontinence,Stress","Device: Adjustable Continence Therapy for Women (ACT)","Ochsner Health, New Orleans, Louisiana, United States|CHI Health Research Center, Omaha, Nebraska, United States|Virtua Health, Inc., Moorestown, New Jersey, United States|The Institute for Female Pelvic Medicine and Reconstructive Surgery, Allentown, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States","https://ClinicalTrials.gov/show/NCT04248283"
317,"Comparison of the Viveve Treatment and Cryogen-Only Treatment Versus Sham Treatment for Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence","Device: Viveve - Active|Device: Viveve - Cryogen-Alone|Device: Viveve - Sham","Milestone Research, London, Ontario, Canada|Bluewater Clinical Research Group, Sarnia, Ontario, Canada|Devonshire Clinical Research, Woodstock, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04206085"
318,"Pelvic Floor Muscles Training After Radical Prostatectomy.","Unknown status","No Results Available","Pelvic Floor Disorders|Urinary Incontinence|Prostatectomy","Other: Pre- and post prostatectomy supervised PMFT|Other: Unsupervised PMFT|Other: Supervised PMFT","The Jan Biziel Hospital, Department of Urology, Bydgoszcz, Poland|Nicolaus Copernicus University in Torun Collegium Medicum in Bydgoszcz, Department of Physiotherapy, Bydgoszcz, Poland","https://ClinicalTrials.gov/show/NCT04172519"
319,"Platelet-rich Fibrin Versus HIFU in Management of Stress Urinary Incontinence","Unknown status","No Results Available","Stress Urinary Incontinence","Procedure: HIFU|Procedure: Fibrin","Intima Clinc, Krakow, Malopolskie Voivodeship, Poland","https://ClinicalTrials.gov/show/NCT04144829"
320,"The Nolix Feasibility Efficacy and Safety Study","Completed","No Results Available","Stress Urinary Incontinence","Device: Nolix Device","Carmel Medical Center, Haifa, Israel","https://ClinicalTrials.gov/show/NCT04143867"
321,"Evaluation of Duloxetine and Innovative Pelvic Floor Muscle Training in Women With Stress Urinary Incontinence","Completed","No Results Available","Stress Urinary Incontinence in Women","Behavioral: Pelvic floor muscle training (PFMT) with lumbopelvic stabilization","Jessenius Faculty of Medicine in Martin, Comenius University in Bratislava, Martin, Slovakia","https://ClinicalTrials.gov/show/NCT04140253"
322,"Treating Stress Urinary Incontinence: Laparoscopic Obturator Urethropexy vs Burch Urethropexy","Withdrawn","No Results Available","Stress Urinary Incontinence","Procedure: Laparoscopic Obturator Urethropexy|Procedure: Burch Urethropexy",,"https://ClinicalTrials.gov/show/NCT04133935"
323,"BTL Emsella Chair Versus Sham for the Treatment of Stress Urinary Incontinence","Recruiting","No Results Available","Stress Urinary Incontinence","Device: BTL Emsella|Device: Sham BTL Emsella","Beaumont Hospital-Royal Oak, Royal Oak, Michigan, United States","https://ClinicalTrials.gov/show/NCT04133675"
324,"The Safety and Efficacy of Micro-energy Ultrasound Therapy in the Treatment of Female Stress Urinary Incontinence","Unknown status","No Results Available","Female Stress Urinary Incontinence","Device: LIPUS-1|Device: LIPUS-2","Second Affiliated Hospital, School of Medicine, Zhejiang University, Hangzhou, Zhejiang, China","https://ClinicalTrials.gov/show/NCT04131387"
325,"Pelvic Floor Muscle Training in Gymnasts With Stress Urinary Incontinence","Terminated","No Results Available","Urinary Incontinence|Stress Urinary Incontinence","Other: Pelvic Floor Muscle Training","Norwegian School of Sport Sciences, Department of Sport Medicine, Oslo, Norway","https://ClinicalTrials.gov/show/NCT04122898"
326,"A 3 Years Naturalistic Cohort Survey Of Virtue® Male Sling System For Male Stress Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence, Stress","Device: Virtue male sling","CHU Angers, Angers, France|Jean Minjoz Hospital, Besançon, France|CHU de Caen, Caen, France|Centre Hospitalier Chalon Sur Saône William Morey, Chalon-sur-Saône, France|Groupe Hospitalier Henri Mendor, Créteil, France|Claude Huriez Hospital, Lille, France|Clinique Mutualiste de la Porte de l'Orient, Lorient, France|Edouard Herriot Hospital, Lyon, France|Clinique de l'Esperance, Mougins, France|CHU Carémeau, Nîmes, France|Clinique Urologique Nantes-Atlantis, Saint-Herblain, France|Clinique Paul Picquet, Sens, France|Ospedale Generale Regionale F. Miull, Acquaviva Delle Fonti, Italy","https://ClinicalTrials.gov/show/NCT04098822"
327,"Inflammation in Women With Urgency Urinary Incontinence Treated With Anticholinergics","Completed","No Results Available","Urinary Incontinence|Urgency Urinary","Drug: Oxybutynin, Solifenacin, Tolterodine, Sanctura or Toviaz","Brigham & Women's Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04090190"
328,"Information, Motivation, Behavioral Skills Model on Urinary Incontinence and Quality of Life in Men","Completed","No Results Available","Overactive Bladder|Quality of Life","Other: Assigned Interventions","Ankara Yildirim Beyazit University, Ankara, Turkey","https://ClinicalTrials.gov/show/NCT04068025"
329,"Vesair Clinical Trial","Terminated","No Results Available","Stress Urinary Incontinence","Device: Vesair Balloon|Other: Sham balloon placement","Valley Urogynecology Associates, Phoenix, Arizona, United States|Scripps Clinic, San Diego, California, United States|Tri Valley Urology, Temecula, California, United States|Dr. Sherry Thomas, Westlake Village, California, United States|Women's Health Specialty Care, Farmington, Connecticut, United States|Florida Urology Partners, Tampa, Florida, United States|Meridian Clinical Research / Urological Associates of Savannah, Savannah, Georgia, United States|WomanCare, Arlington Heights, Illinois, United States|CMB Research / Basinski and Juran MDs, Newburgh, Indiana, United States|Regional Urology, Shreveport, Louisiana, United States|Chesapeake Urology, Hanover, Maryland, United States|Chesapeake Urology, Owings Mills, Maryland, United States|Beth Israel Deaconess Medical Center (BIDMC), Boston, Massachusetts, United States|Mercy Health, Ada, Michigan, United States|Freedman Urology, Las Vegas, Nevada, United States|ProHEALTH Garden City Urology, Garden City, New York, United States|Premier Medical Group of the Hudson Valley, Poughkeepsie, New York, United States|Associated Urologists of North Carolina, Raleigh, North Carolina, United States|MetroHealth, Cleveland, Ohio, United States|Penn Medicine, Philadelphia, Pennsylvania, United States|Women and Infants dept of Urogynecology, Providence, Rhode Island, United States|Houston Metro Urology, Houston, Texas, United States|Urology San Antonio, San Antonio, Texas, United States|Urology of Virginia, Virginia Beach, Virginia, United States|Washington Urology, Kirkland, Washington, United States","https://ClinicalTrials.gov/show/NCT04026347"
330,"Japanese Bridging Study of Autologous Muscle Derived Cells Compared to Placebo for Female Urinary Sphincter Repair(JPN1)","Not yet recruiting","No Results Available","Stress Urinary Incontinence","Biological: AMDC-USR|Other: Placebo",,"https://ClinicalTrials.gov/show/NCT03997318"
331,"VESPER: Stress Urinary Incontinence STUDY","Not yet recruiting","No Results Available","Female Stress Incontinence","Procedure: Laser therapy",,"https://ClinicalTrials.gov/show/NCT03996070"
332,"Prospective Evaluation of the Connected EMY Biofeedback Probe in the Management of Stress Urinary Incontinence.","Completed","No Results Available","Stress Urinary Incontinence","Device: intravaginal device (probe) EMY","Strasbourg University Hospitals, Strasbourg, France","https://ClinicalTrials.gov/show/NCT03985345"
333,"Study Evaluating the Efficacy and Safety of Yoni.Fit in Women With Stress Urinary Incontinence","Recruiting","No Results Available","Urinary Incontinence","Device: Yōni.Fit Test Device|Device: Yōni.Fit Comparator Device","Stanford University School of Medicine, Stanford, California, United States|NYU Langone Health, New York, New York, United States|Thomas Jefferson University Hospital, Philadelphia, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT03978741"
334,"A Tunable-tension Transobturator Tape vs Standard Transobturator Midurethral Tape for Stress Urinary Incontinence","Active, not recruiting","No Results Available","Stress Urinary Incontinence","Device: Tunable-tension transobturator tape, Urosling-T (Lintex, LLC)|Device: Transobturator mid-urethral tape, Urosling (Lintex, LLC)","Regional Clinic Hospital №3, Chelyabinsk, Russian Federation|Saint Petersburg State University Clinic of advanced medical technologies n.a. N.I.Pirogov, Saint Petersburg, Russian Federation","https://ClinicalTrials.gov/show/NCT03958695"
335,"Transobturator Urethral Sling Placement With an Autologous Rectus Facia","Completed","No Results Available","Stress Urinary Incontinence|Surgery--Complications","Procedure: Mid-urethral sling placement using autologous rectus fascia|Procedure: Mid-urethral sling placement using synthetic mesh",,"https://ClinicalTrials.gov/show/NCT03949348"
